"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FC",369,"2016-04-27","86.22     ","-1.549","5.71","Seth Smith","452234","543521","Groundout","Called Strike","172.933   ","747.248   ","-2.1      ","6.6       ","11","Seth Smith grounds out, second baseman Jose Altuve to first baseman Marwin Gonzalez.  ","R ","L","R","SEA","HOU","S",4,4,3,1,2016,"0.5                   ","3.98                ","-1.172","2.728               ","null","null",606466,2,5,"bot","145.1800","158.7000","040710","2016-04-28T04:07:10Z","488771","427115","160427_211040","0.78","-126.851            ","-2.27","0.80","29.01","-25.69","3.51","1.66","null","null","null","86.66","2499.00","6.26",447181
"FC",362,"2016-04-27","86.56     ","-1.33","5.641","Seth Smith","452234","543521","Groundout","Foul","203.647   ","562.444   ","1.9       ","7.0       ","6 ","Seth Smith grounds out, second baseman Jose Altuve to first baseman Marwin Gonzalez.  ","R ","L","R","SEA","HOU","S",4,4,0,0,2016,"-1.21                 ","2.73                ","0.572","2.745               ","null","null",606466,2,5,"bot","145.1800","158.7000","040253","2016-04-28T04:02:53Z","488771","427115","160427_210555","5.15","-126.94             ","-1.72","-1.97","26.76","-27.67","3.65","1.66","null","106.19","39.89               ","86.79","2535.00","6.21",447181
"FF",367,"2016-04-27","91.41     ","-1.446","5.691","Seth Smith","452234","543521","Groundout","Ball","212.608   ","2149.553  ","33.3      ","4.5       ","11","Seth Smith grounds out, second baseman Jose Altuve to first baseman Marwin Gonzalez.  ","R ","L","R","SEA","HOU","B",4,4,1,1,2016,"-6.02                 ","9.37                ","-2.356","3.192               ","null","null",606466,2,5,"bot","145.1800","158.7000","040615","2016-04-28T04:06:15Z","488771","427115","160427_210946","-0.34","-133.932            ","-3.60","-10.69","34.83","-15.46","3.62","1.72","null","null","null","91.61","2203.00","6.52",447181
"FC",370,"2016-04-27","87.92     ","-1.382","5.646","Seth Smith","452234","543521","Groundout","In play, out(s)","161.386   ","779.373   ","-5.8      ","6.5       ","4 ","Seth Smith grounds out, second baseman Jose Altuve to first baseman Marwin Gonzalez.  ","R ","L","R","SEA","HOU","X",4,4,3,2,2016,"1.33                  ","3.9                 ","-0.424","2.466               ","null","null",606466,2,5,"bot","145.1800","158.7000","040746","2016-04-28T04:07:46Z","488771","427115","160427_211108","1.99","-129.168            ","-3.01","2.22","30.47","-25.60","3.65","1.66","111.39","94.81","-8.64               ","88.45","2466.00","6.43",447181
"FC",175,"2016-04-27","86.33     ","-1.366","5.681","Leonys Martin","547982","543521","Pop Out","Called Strike","160.851   ","860.115   ","-6.2      ","6.5       ","4 ","Leonys Martin pops out to shortstop Carlos Correa.  ","R ","L","R","SEA","HOU","S",6,2,1,0,2016,"1.52                  ","4.34                ","-0.466","2.326               ","null","null","null",0,3,"bot","102.5400","130.7200","030338","2016-04-28T03:03:38Z","488771","427115","160427_200707","1.75","-126.845            ","-3.36","2.47","27.61","-25.07","3.27","1.67","null","null","null","86.60","2453.00","6.17",447181
"FF",177,"2016-04-27","91.55     ","-1.289","5.671","Leonys Martin","547982","543521","Pop Out","Called Strike","197.444   ","1920.846  ","16.2      ","4.0       ","11","Leonys Martin pops out to shortstop Carlos Correa.  ","R ","L","R","SEA","HOU","S",6,2,2,1,2016,"-3.04                 ","9.62                ","-0.996","2.792               ","null","null","null",0,3,"bot","102.5400","130.7200","030416","2016-04-28T03:04:16Z","488771","427115","160427_200746","1.79","-133.979            ","-4.57","-5.32","38.77","-15.25","3.51","1.60","null","null","null","90.35","2095.00","6.04",447181
"FT",174,"2016-04-27","91.16     ","-1.591","5.67","Leonys Martin","547982","543521","Pop Out","Ball","220.806   ","2090.129  ","32.5      ","5.1       ","11","Leonys Martin pops out to shortstop Carlos Correa.  ","R ","L","R","SEA","HOU","B",6,2,0,0,2016,"-7.14                 ","8.23                ","-1.309","3.088               ","null","null","null",0,3,"bot","102.5400","130.7200","030326","2016-04-28T03:03:26Z","488771","427115","160427_200655","3.15","-133.913            ","-3.38","-12.61","36.47","-17.57","3.42","1.56","null","null","null","91.81","2166.00","6.78",447181
"FC",176,"2016-04-27","88.24     ","-1.515","5.694","Leonys Martin","547982","543521","Pop Out","Ball","160.838   ","847.289   ","-7.5      ","6.2       ","12","Leonys Martin pops out to shortstop Carlos Correa.  ","R ","L","R","SEA","HOU","B",6,2,1,1,2016,"1.49                  ","4.26                ","0.066","3.583               ","null","null","null",0,3,"bot","102.5400","130.7200","030401","2016-04-28T03:04:01Z","488771","427115","160427_200731","3.52","-129.464            ","-0.41","2.48","32.44","-25.03","3.42","1.60","null","null","null","88.07","2514.00","6.29",447181
"FC",178,"2016-04-27","87.69     ","-1.422","5.726","Leonys Martin","547982","543521","Pop Out","In play, out(s)","146.302   ","785.969   ","-9.9      ","6.7       ","12","Leonys Martin pops out to shortstop Carlos Correa.  ","R ","L","R","SEA","HOU","X",6,2,2,2,2016,"2.36                  ","3.49                ","0.142","3.493               ","null","null","null",0,3,"bot","102.5400","130.7200","030440","2016-04-28T03:04:40Z","488771","427115","160427_200804","3.17","-128.55             ","-0.38","3.86","31.66","-26.38","3.36","1.53","181.57","78.08","59.11               ","86.86","2432.00","5.87",447181
"FF",576,"2016-04-27","95.89     ","-2.028","6.201","Adam Lind","452252","571704","Single","Swinging Strike","186.095   ","2526.406  ","7.9       ","2.1       ","1 ","Adam Lind singles on a line drive to left fielder Preston Tucker.   Nelson Cruz to 2nd.  ","R ","L","R","SEA","HOU","S",7,3,1,0,2016,"-1.35                 ","12.58               ","-0.657","3.381               ","null","null",443558,0,8,"bot","73.6100","132.2500","050940","2016-04-28T05:09:40Z","488771","427115","160427_221310","4.22","-140.463            ","-6.27","-2.60","42.25","-7.85","3.51","1.61","null","null","null","94.04","2358.00","5.67",447181
"FF",575,"2016-04-27","96.22     ","-2.254","6.078","Adam Lind","452252","571704","Single","Ball","191.876   ","2451.347  ","22.7      ","2.4       ","11","Adam Lind singles on a line drive to left fielder Preston Tucker.   Nelson Cruz to 2nd.  ","R ","L","R","SEA","HOU","B",7,3,0,0,2016,"-2.52                 ","11.94               ","-1.91","3.584               ","null","null",443558,0,8,"bot","73.6100","132.2500","050920","2016-04-28T05:09:20Z","488771","427115","160427_221249","1.84","-140.986            ","-5.23","-4.90","41.94","-8.86","3.56","1.61","null","null","null","94.66","2352.00","5.73",447181
"FF",577,"2016-04-27","96.84     ","-2.01","5.969","Adam Lind","452252","571704","Single","In play, no out","187.510   ","2417.645  ","6.6       ","2.4       ","8 ","Adam Lind singles on a line drive to left fielder Preston Tucker.   Nelson Cruz to 2nd.  ","R ","L","R","SEA","HOU","X",7,3,1,1,2016,"-1.57                 ","11.89               ","-0.044","1.985               ","null","null",443558,0,8,"bot","73.6100","132.2500","051010","2016-04-28T05:10:10Z","488771","427115","160427_221334","5.97","-141.465            ","-9.38","-3.08","42.27","-8.80","3.51","1.61","191.05","81.52","7.11                ","95.02","2337.00","5.79",447181
"FT",101,"2016-04-27","92.65     ","-1.262","5.672","Kyle Seager","572122","543521","Double","Foul","223.449   ","2113.281  ","33.0      ","5.1       ","4 ","Kyle Seager doubles (3) on a line drive to left fielder Colby Rasmus.  ","R ","L","R","SEA","HOU","S",7,3,0,1,2016,"-7.46                 ","7.83                ","-0.474","2.566               ","null","null","null",1,2,"bot","41.6300","106.3100","023936","2016-04-28T02:39:36Z","488771","427115","160427_194306","4.65","-135.811            ","-4.89","-13.61","36.14","-17.81","3.35","1.44","null","null","null","92.30","2298.00","6.22",447181
"FT",102,"2016-04-27","91.46     ","-1.271","5.749","Kyle Seager","572122","543521","Double","Ball","219.701   ","1719.886  ","24.7      ","5.0       ","11","Kyle Seager doubles (3) on a line drive to left fielder Colby Rasmus.  ","R ","L","R","SEA","HOU","B",7,3,0,2,2016,"-5.67                 ","6.78                ","-0.397","4.517               ","null","null","null",1,2,"bot","41.6300","106.3100","024006","2016-04-28T02:40:06Z","488771","427115","160427_194335","4.23","-134.296            ","0.54","-10.17","33.72","-19.93","3.35","1.53","null","null","null","91.88","2231.00","6.50",447181
"CH",104,"2016-04-27","85.39     ","-1.466","5.683","Kyle Seager","572122","543521","Double","In play, no out","267.338   ","1596.301  ","21.9      ","8.9       ","11","Kyle Seager doubles (3) on a line drive to left fielder Colby Rasmus.  ","R ","L","R","SEA","HOU","X",7,3,1,2,2016,"-8.79                 ","0.36                ","-0.857","2.485               ","null","null","null",1,2,"bot","41.6300","106.3100","024108","2016-04-28T02:41:08Z","488771","427115","160427_194426","4.30","-125.055            ","-1.43","-13.75","28.16","-31.54","3.35","1.44","317.44","94.66","22.40               ","85.74","1558.00","6.44",447181
"CU",100,"2016-04-27","73.03     ","-1.261","6.262","Kyle Seager","572122","543521","Double","Called Strike","42.261    ","1587.319  ","-11.1     ","14.9      ","5 ","Kyle Seager doubles (3) on a line drive to left fielder Colby Rasmus.  ","R ","L","R","SEA","HOU","S",7,3,0,0,2016,"7.0                   ","-7.77               ","-0.207","2.55                ","null","null","null",1,2,"bot","41.6300","106.3100","023921","2016-04-28T02:39:21Z","488771","427115","160427_194248","0.31","-107.011            ","2.05","7.87","23.66","-40.84","3.40","1.49","null","null","null","71.83","2610.00","5.72",447181
"FC",103,"2016-04-27","88.05     ","-1.361","5.688","Kyle Seager","572122","543521","Double","Foul","178.979   ","679.000   ","-2.6      ","6.4       ","12","Kyle Seager doubles (3) on a line drive to left fielder Colby Rasmus.  ","R ","L","R","SEA","HOU","S",7,3,1,2,2016,"0.06                  ","3.57                ","0.631","3.351               ","null","null","null",1,2,"bot","41.6300","106.3100","024028","2016-04-28T02:40:28Z","488771","427115","160427_194352","5.04","-129.309            ","-0.81","0.11","29.44","-26.12","3.35","1.44","null","null","null","88.15","2478.00","6.16",447181
"FT",640,"2016-04-27","89.33     ","-1.193","6.305","Ketel Marte","606466","502381","Single","In play, no out","274.976   ","1228.087  ","17.0      ","8.5       ","11","Ketel Marte singles on a ground ball to right fielder George Springer.   Leonys Martin to 2nd.  ","R ","L","R","SEA","HOU","X",9,4,0,0,2016,"-6.55                 ","-0.61               ","-0.937","2.849               ","null","null",547982,0,9,"bot","173.6100","124.6200","052646","2016-04-28T05:26:46Z","488771","427115","160427_223014","2.82","-131.304            ","-2.37","-11.07","35.84","-33.14","3.56","1.62","93.68","77.30","-13.04              ","87.95","2339.00","5.61",447181
"FT",295,"2016-04-26","88.78     ","0.422","6.133","Norichika Aoki","493114","572971","Forceout","Called Strike","121.637   ","1067.042  ","-14.0     ","6.9       ","11","Norichika Aoki grounds into a force out, first baseman Tyler White to catcher Jason Castro.   Chris Iannetta out at home.    Dae-Ho Lee to 3rd.    Seth Smith to 2nd.    Norichika Aoki to 1st.  ","R ","L","L","SEA","HOU","S",3,4,1,0,2016,"4.82                  ","2.93                ","-0.935","2.721               ",455104,493193,452234,1,5,"bot","143.1500","166.8400","034029","2016-04-27T03:40:29Z","488771","427192","160426_204425","-5.07","-130.694            ","-3.43","8.18","32.37","-27.13","3.23","1.45","null","null","null","88.86","2016.00","6.17",447166
"SL",296,"2016-04-26","78.69     ","0.784","6.089","Norichika Aoki","493114","572971","Forceout","In play, out(s)","301.505   ","1674.386  ","16.2      ","12.8      ","13","Norichika Aoki grounds into a force out, first baseman Tyler White to catcher Jason Castro.   Chris Iannetta out at home.    Dae-Ho Lee to 3rd.    Seth Smith to 2nd.    Norichika Aoki to 1st.  ","R ","L","L","SEA","HOU","X",3,4,1,1,2016,"-8.68                 ","-5.38               ","-0.718","1.376               ",455104,493193,452234,1,5,"bot","143.1500","166.8400","034054","2016-04-27T03:40:54Z","488771","427192","160426_204442","-0.85","-115.436            ","-1.90","-11.36","27.62","-39.14","3.20","1.45","86.87","74.86","-14.42              ","77.47","2139.00","5.66",447166
"SL",294,"2016-04-26","78.80     ","0.624","6.158","Norichika Aoki","493114","572971","Forceout","Ball","285.425   ","1273.866  ","15.8      ","11.5      ","13","Norichika Aoki grounds into a force out, first baseman Tyler White to catcher Jason Castro.   Chris Iannetta out at home.    Dae-Ho Lee to 3rd.    Seth Smith to 2nd.    Norichika Aoki to 1st.  ","R ","L","L","SEA","HOU","B",3,4,0,0,2016,"-7.46                 ","-2.11               ","-0.983","1.312               ",455104,493193,452234,1,5,"bot","143.1500","166.8400","034011","2016-04-27T03:40:11Z","488771","427192","160426_204405","-1.45","-115.698            ","-3.19","-9.79","27.82","-34.88","3.27","1.45","null","null","null","77.87","2274.00","5.85",447166
